std_account_name,class_of_trade,on_off_premise,address,city,state,zip_code,id
SUPER DUPER LIQUOR,LIQUOR/PACKAGE STORE,OFF,614-B BELVEDERE RD,WEST PALM BEACH,FL,33403,9b0e6fad-6f1f-4301-a0b7-b7c146400037
K & L WINE MERCHANTS,LIQUOR/PACKAGE STORE,OFF,920 BING ST,SAN CARLOS,CA,94070,1fa9cc46-7f9b-409a-876c-34372553d4c9
THORNWOOD WINES & SPIRITS,LIQUOR/PACKAGE STORE,OFF,1004 BROADWAY,THORNWOOD,NY,10594,83c57385-61f1-496f-a2f3-8e1d4a75c422
WINE HOUSE,LIQUOR/PACKAGE STORE,OFF,2311 COTNER AV,LOS ANGELES,CA,90064,868c9fc9-128f-4104-9678-99f79a1c1c4e
Dacula Cork And Bottle,LIQUOR/PACKAGE STORE,OFF,2200 Hurricane Shola Rd,Dacula,GA,30019,f52753c0-c95b-4566-9ab7-0a2864b0cb1f
Browns Package Store,LIQUOR/PACKAGE STORE,OFF,2896 Browns Bridge Rd,Gainesville,GA,30504,136a4bc8-d741-439e-bb21-e834b76f2483
CENTRAL PARK FINE WINE & SPIRI,LIQUOR/PACKAGE STORE,OFF,2955 ULSTER STREET #101/102,DENVER,CO,80238,ae9ccf37-1485-435a-a1c3-6a497c299a33
LIQUOR WORLD LV WESTERN #112,LIQUOR/PACKAGE STORE,OFF,3301 WESTERN AVE,LAS VEGAS,NV,89109,ab958e05-d819-483f-a756-a1b4182f6bb4
NORMANDIE WINES,LIQUOR/PACKAGE STORE,OFF,1834 SECOND AVE,NEW YORK,NY,10128,64ed6774-258f-4cf3-aa1b-12ee1e278610
CAPPY S WAREHOUSE W & S INC,LIQUOR/PACKAGE STORE,OFF,670 MERRICK RD,LYNBROOK,NY,11563,15287997-2730-486a-8a8b-5b6ac2438050
MR D,LIQUOR/PACKAGE STORE,OFF,3020 NW 7TH AVE STE 2,MIAMI,FL,33127,31069dea-586f-461b-827d-41237f60291b
STAR LIQUORS,LIQUOR/PACKAGE STORE,OFF,11924 FOREST HILL BLVD #16,WELLINGTON,FL,33414,8e695cac-a64d-4d83-8723-2dbedd8508d9
BEST BUY LIQUORS,LIQUOR/PACKAGE STORE,OFF,1613 NEPTUNE AVE,BROOKLYN,NY,11224,cf2feb3d-1db4-4841-acab-01d020b0450f
KAPPY S FINE WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,325 BENNETT HWY,MALDEN,MA,02148,05db7cea-db7d-4e62-9c11-36578b65e923
Dunwoody Beverage,LIQUOR/PACKAGE STORE,OFF,1418 Dunwoody Vilg Pkwy,Dunwoody,GA,30338,76d24ed6-e2af-44c6-a561-b421749c0652
SPEC S 000 WAREHOUSE WINE MAIN,LIQUOR/PACKAGE STORE,OFF,2410 SMITH ST,HOUSTON,TX,77006,bd1ca244-2a38-4f13-8447-d9cefbb94a3c
Om Kesari Inc,LIQUOR/PACKAGE STORE,OFF,1230 Dawsonville Hwy,Gainesville,GA,30501,06c393e6-7c5a-4676-9571-36eabffe1e6e
SCHUMER S WINES & LIQUORS,LIQUOR/PACKAGE STORE,OFF,59 E 54TH ST,NEW YORK,NY,10022,5f93772c-f3ae-411c-879e-5b22f188f180
RED HILL LIQUOR,LIQUOR/PACKAGE STORE,OFF,3302 E CHAPMAN AV,ORANGE,CA,92869,96fa0ddd-19bc-4a27-8d2f-9302cbea4314
Village Spirits,LIQUOR/PACKAGE STORE,OFF,5462 McEver Rd,Flowery Branch,GA,30542,996f71e9-f58b-43c1-b77f-1252696d3cc5
The Bottle Shop (New),LIQUOR/PACKAGE STORE,OFF,1510 Eatonton Rd,Madison,GA,30650,ab5a2963-1d33-41d8-9c48-495e5fa042f3
ALEX DISCOUNT LIQUOR&WINE CORP,LIQUOR/PACKAGE STORE,OFF,1645 86TH ST,BROOKLYN,NY,11214,27f9777e-f813-4d3b-b6a5-bcf5bad6e113
Savannah World of Beverages,LIQUOR/PACKAGE STORE,OFF,1900 Benton Blvd  Ste 101,Savannah,GA,31407,551d9268-bb03-4b04-a60b-19819a151b7a
KAPPY S FINE WINE & SPIRITS FA,LIQUOR/PACKAGE STORE,OFF,21 SPRING ST,FALMOUTH,MA,02540,5269cde2-37a8-413a-95b9-95c08423dbd5
WINE EMPORIUM I,LIQUOR/PACKAGE STORE,OFF,607 TREMONT ST,BOSTON,MA,02118,c675ba48-cb71-43ce-904b-a29e1ad630cc
AAIRA LIQUORS A,LIQUOR/PACKAGE STORE,OFF,30668 ALDINE WESTFIELD RD STE C,SPRING,TX,77386,b9cb5b5b-52a1-4c02-b669-d02d2feba2e6
Stevens Creek Spirits,LIQUOR/PACKAGE STORE,OFF,1061Stevens Creek Rd,Augusta,GA,30907,ff02731a-279d-49da-995e-2e3c012cda4e
SALUTE MARKET,LIQUOR/PACKAGE STORE,OFF,5530 PGA BLVD,PALM BEACH GARDENS,FL,33410,099cc1cd-cd17-4f36-8101-94dad02c6874
Beyond Water Wine & Spirits,LIQUOR/PACKAGE STORE,OFF,991 Thornton Rd,Lithia Springs,GA,30122,cf6e8ca1-a7f2-4bfe-a9a6-45f521b4b011
SENDSIPS,LIQUOR/PACKAGE STORE,OFF,736 1ST STREET,BENICIA,CA,94510,ab4bc2d0-46c2-4ae0-98f9-919ab6b4224a
WILIBEE S WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,309 LAKEVILLE ST,PETALUMA,CA,94952,5e24cdd1-a57b-4f28-b73f-43c67da5834c
365 Superstore,LIQUOR/PACKAGE STORE,OFF,3840 State Hwy 365,Alto,GA,30510,3edf83d8-c168-43e6-b88f-a8070406eab6
Hometown Spirits  (SKS),LIQUOR/PACKAGE STORE,OFF,4856 Hog Mountain Rd,Flowery Branch,GA,30542,745a40ed-3fbd-46da-8d1a-4a466d1d6ab6
CAI S WINES & LIQUORS INC,LIQUOR/PACKAGE STORE,OFF,254-23 NORTHERN BLVD,LITTLE NECK,NY,11362,98d65aa0-000a-472d-8efa-1ed453e08a0b
KAPPY S FINE WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,10 REVERE BEACH PKWY,MEDFORD,MA,02155,c82a09a8-f1dd-437d-bcda-e535dccf8c32
KAPPY S FINE WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,746 MAIN ST,MALDEN,MA,02148,35d09967-b0db-49c5-895c-b2f7635a9b5e
KAPPY S FINE WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,175 ANDOVER ST,PEABODY,MA,01960,c0fa795c-fdd0-4480-93d3-20f07db1dce2
KAPPY S FINE WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,158 ANDOVER ST,DANVERS,MA,01923,33f910f7-b47a-40a1-bc82-e5d322a9708f
TOTAL BEVERAGE WESTMINSTER,LIQUOR/PACKAGE STORE,OFF,9359 SHERIDAN BOULEVARD,WESTMINSTER,CO,80031,47605017-3e99-42ba-bb82-e859e8d8a1d7
KAPPY S FINE WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,220 WHALON ST,FITCHBURG,MA,01420,73ade2d6-16ec-4481-9002-1a1fb618a50c
Green s Northeast,LIQUOR/PACKAGE STORE,OFF,2614 Buford Hwy NE,Atlanta,GA,30324,e8e76913-922f-4a66-ba29-b79d78c041a0
KAPPY S FINE WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,104 WASHINGTON ST,NORWELL,MA,02061,f446830f-2ac9-4eb9-8e06-4dea214d0ae7
55TH STREET LIQUORS,LIQUOR/PACKAGE STORE,OFF,50 WEST 55 ST,NEW YORK,NY,10019,537748d5-79a5-47ed-b5c8-9a9ba33eeb4a
Village Spirit Shoppe,LIQUOR/PACKAGE STORE,OFF,100 Moonlight Ln  Ste B,Pooler,GA,31322,13274dc0-4eea-40ac-a516-ce52c6be4d03
TODAY S LIQUOR,LIQUOR/PACKAGE STORE,OFF,333 N VERDUGO RD,GLENDALE,CA,91206,c429deb5-5479-4ea5-a1c3-a4b8787e6ef9
KAPPY S FINE WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,333 IYANNOUGH RD,HYANNIS,MA,02601,6c43d079-f3d0-4ca1-9a38-0b964b53d443
CENTRAL PARK LIQUOR OF STEAMBO,LIQUOR/PACKAGE STORE,OFF,1835 CENTRAL PARK DRIVE,STEAMBOAT SPRINGS,CO,80487,f8471795-6534-4726-a61a-2d348f4e774d
KAPPY S FINE WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,216 BORDER ST,E BOSTON,MA,02128,c8cc6635-8ad8-421c-9d63-7807848a304d
CHIP S LIQUOR,LIQUOR/PACKAGE STORE,OFF,1924-26 GARNET AVE,SAN DIEGO,CA,92109,a1367c39-1e6a-487e-a0e7-bf126723666b
Parker s Spirits,LIQUOR/PACKAGE STORE,OFF,8 N Godley Station Blvd,Pooler,GA,31322,72996573-bc60-4b20-9e91-4124325925a2
EVERGREEN DISCOUNT LIQUORS,LIQUOR/PACKAGE STORE,OFF,3847 EVERGREEN PARKWAY,EVERGREEN,CO,80439,1005c264-e239-44d9-b6c6-403a876ccc06
FRISCO LIQUORS,LIQUOR/PACKAGE STORE,OFF,416 EAST MAIN STREET UNIT 5,FRISCO,CO,80443,d384d977-a608-47f0-989d-c784e0ef1a22
Canton Wine & Spirits Warehouse,LIQUOR/PACKAGE STORE,OFF,2017 Marietta Highway,Canton,GA,30114,2e857120-4dc3-4f74-9eec-6665bba90c18
SENNETT STILL AND BARREL,LIQUOR/PACKAGE STORE,OFF,354 GRANT AVE,AUBURN,NY,13021,3c267ee7-e3e5-43c3-a78b-052890b53abf
SAG HARBOR LIQUOR STORE,LIQUOR/PACKAGE STORE,OFF,52 MAIN ST,SAG HARBOR,NY,11963,53383a5c-2d21-4d27-bd28-4dfb8412e83c
WINE HUT CORP  THE,LIQUOR/PACKAGE STORE,OFF,197 6TH AVE,NEW YORK,NY,10014,32000e37-9d22-4fdd-ba90-dffb727a00fa
LEDGER S LIQUOR STORE,LIQUOR/PACKAGE STORE,OFF,1399 UNIVERSITY AVE,BERKELEY,CA,94702,a7bfa275-91fd-47fb-9a49-f5ba9dd9a332
RIVIERA LIQUORS,LIQUOR/PACKAGE STORE,OFF,2401 COLLINS AVE,MIAMI BEACH,FL,33140,c82c8b29-5c97-4743-ae0f-2d81837d10b3
NEW EHRLICH WINE & LIQUOR,LIQUOR/PACKAGE STORE,OFF,222 AMSTERDAM AVE,NEW YORK,NY,10023,5dfdf1d1-d237-4e77-bfee-9873fd65d728
HAPPY LIQUORS,LIQUOR/PACKAGE STORE,OFF,40-40 COLLEGE POINT BLVD,FLUSHING,NY,11354,d96cf86a-047c-41eb-9e86-ed01fba4d6ef
Lakeside Package,LIQUOR/PACKAGE STORE,OFF,6168 Gaines Ferry Rd Ste 1&2,Flowery Branch,GA,30542,298abff6-400b-4dfe-bc63-ba61ec0ca7c0
LIQUOR UP & WINE DOWN,LIQUOR/PACKAGE STORE,OFF,383 1ST AVE,NEW YORK,NY,10010,cee1f2d0-e3de-4c9a-b927-083c434a253d
Newnan Bottle Shop,LIQUOR/PACKAGE STORE,OFF,937 Lower Fayetteville Rd,Newnan,GA,30263,876c045d-42a8-4d75-9665-0f26a00fcde7
PRINCE STREET WINE & LIQUOR,LIQUOR/PACKAGE STORE,OFF,37-20 PRINCE STREET STORE #1B,FLUSHING,NY,11354,b890fb16-5804-4dcd-93ca-95fb66b01c8f
ROYAL LIQUORS,LIQUOR/PACKAGE STORE,OFF,3144 WILLIAMS RD,SAN JOSE,CA,95117,5b07a0c4-fbfa-4779-ab9b-660d4c88e818
QC Party Store,LIQUOR/PACKAGE STORE,OFF,711-B Industrial Blvd,Gainesville,GA,30501,6ad08465-cc71-4453-a995-f53479b48d20
OUTBACK LIQUORS,LIQUOR/PACKAGE STORE,OFF,113 S ELIZABETH,ELIZABETH,CO,80107,f4dd7a1e-6e6f-4b21-81a8-cba65a3fee7d
KAPPY S FINE WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,580 WILLIAM S CANNING BL,FALL RIVER,MA,02721,031f3118-4aed-448b-a516-ac4671236f6b
SPEC S 221 WINE MAIN,LIQUOR/PACKAGE STORE,OFF,19000 LIMESTONE COMMERCIAL DR,PFLUGERVILLE,TX,78660,487b91e1-7c1b-45bb-8d84-e1383c5cf342
WINE & SPIRITS DISCOUNT WAREHO,LIQUOR/PACKAGE STORE,OFF,8 JOYCE RD STORE 2,NEW ROCHELLE,NY,10801,74408e01-5bf1-42d1-9e1e-c0df16afb045
Atlanta Hwy Package,LIQUOR/PACKAGE STORE,OFF,1652 Atlanta Hwy,Gainesville,GA,30504,65c3e3af-34cf-4057-a504-bd080b8167c6
STONY BROOK WINE & LIQUOR INC,LIQUOR/PACKAGE STORE,OFF,2192 NESCONSET HGWY,STONY BROOK,NY,11790,7d9fed55-1fad-47a1-a05d-b0d33d41cdc8
Jax Beverage Superstore Conyers,LIQUOR/PACKAGE STORE,OFF,1897 Hwy 20 SE,Conyers,GA,30013,98425b5e-6b46-48c4-9ea5-676022205e2c
Drip and Drop,LIQUOR/PACKAGE STORE,OFF,11289 Highway 92,Woodstock,GA,30188,65ceb283-8d83-48e3-8aef-cace2ba8e7e9
BOSS LIQUOR,LIQUOR/PACKAGE STORE,OFF,5781 EAST 128TH AVENUE #160,THORNTON,CO,80602,35c49200-cdaa-485f-8ca5-64f2fdb2f2f4
KAKAAKO WINE LLC,LIQUOR/PACKAGE STORE,OFF,2915 KAIHIKAPU ST SUITE 102,HONOLULU,HI,96819,578621c5-4d2f-4282-a696-025b500a4e32
SEAHOLM WINES & LIQUORS,LIQUOR/PACKAGE STORE,OFF,132 136 WALL STREET,HUNTINGTON,NY,11743,d1d40b3c-f486-4ccf-83fb-8a195ec6dd22
305 WINES LLC,LIQUOR/PACKAGE STORE,OFF,8233 S DIXIE HIGHWAY,MIAMI,FL,33143,b18b20b8-faf7-4689-8812-49c1c8a73751
CIRCUS LIQUOR,LIQUOR/PACKAGE STORE,OFF,5600 VINELAND AV,NORTH HOLLYWOOD,CA,91601,80b66fe0-4309-4391-8aa2-55af34337d8a
AB Liquor Store,LIQUOR/PACKAGE STORE,OFF,1901 Manchester Expressway Ste B,Columbus,GA,31904,515760f1-e944-4ef6-909f-3b25e6939165
Guyton Liquors LLC,LIQUOR/PACKAGE STORE,OFF,109 W Central Blvd,Guyton,GA,31312,64c0038f-f0b2-40ea-b3e8-2347e659e233
Peach State Bottle Shop,LIQUOR/PACKAGE STORE,OFF,3260 Maysville Rd,Commerce,GA,30529,2828a8ac-5ef2-445f-aa54-5bc38be14a60
ARGONAUT WINE & LIQUOR STORE I,LIQUOR/PACKAGE STORE,OFF,760 E COLFAX AVE,DENVER,CO,80203,729e3376-1054-42c8-8772-0d4756d52d78
Lilburn Package Store  **CLOSED**,LIQUOR/PACKAGE STORE,OFF,501 Indian Trail Rd,Lilburn,GA,30047,5022688d-0a4c-4ad2-a265-0c5ceb4e0213
Hops  Grains & Vine (GHOMST),LIQUOR/PACKAGE STORE,OFF,3997 Dallas Hwy SW #600,Marietta,GA,30064,a1b88f4f-d056-4387-9b8b-14a9e1b50a7f
Beverage Vault,LIQUOR/PACKAGE STORE,OFF,109 Bullsboro Dr,Newnan,GA,30263,4afb1e9d-5726-4365-bab2-474caf6b33c6
Savi - Emory,LIQUOR/PACKAGE STORE,OFF,1593 N Decatur Rd NE,Atlanta,GA,30307,90758b40-f470-4849-b132-2875bc40d21c
Bottoms Up Beverages,LIQUOR/PACKAGE STORE,OFF,11950 Jones Bridge Rd Ste 113,Johns Creek,GA,30005,b203652e-7836-4431-adf7-488948f63b53
Beverage Haven,LIQUOR/PACKAGE STORE,OFF,2014 Powers Ferry Rd SE Ste 500,Atlanta,GA,30339,9302837c-dffc-49d9-bd47-ec29b2b09e8e
Beverage Mart,LIQUOR/PACKAGE STORE,OFF,3482 Cobb Pkwy NW,Acworth,GA,30101,58bfa475-ef2e-4b87-879d-5757abb97496
Sweetwater Package **CLOSED**,LIQUOR/PACKAGE STORE,OFF,3900 Peachtre Ind l Blvd,Duluth,GA,30096,17d971b2-23bf-498a-876b-ac98c53e5369
124 Package (Lithonia),LIQUOR/PACKAGE STORE,OFF,7980 Rockbridge Rd,Lithonia,GA,30058,705d971f-be72-40ea-bda8-a45cf6befebe
BT Cartersville,LIQUOR/PACKAGE STORE,OFF,20 Apex Dr. SW,Cartersville,GA,30121,5011cc12-641e-4107-a0e4-95c632ec1a32
Riverstone Beverage,LIQUOR/PACKAGE STORE,OFF,1554 Riverstone Pkwy Ste 100,Canton,GA,30114,d100d5b2-db10-456e-b453-0f418cea2900
J & J Beer Wine Liquor,LIQUOR/PACKAGE STORE,OFF,1590 Hudson Bridge Rd,Stockbridge,GA,30281,42ce2aee-687e-41bb-bf78-8600942dd2d9
Eddi s Package Store,LIQUOR/PACKAGE STORE,OFF,3815 Flat Shoals Pkwy Ste A,Decatur,GA,30034,7769d510-c130-41c7-b19d-95f2b9ea08b3
Wine & Spirits,LIQUOR/PACKAGE STORE,OFF,1694 Whittlesey Rd Ste A,Columbus,GA,31904,560a6200-626c-497a-ae1f-8fc2f2c5126b
Big Man Package Store,LIQUOR/PACKAGE STORE,OFF,2594 Candler Rd.,Decatur,GA,30034,1d5b9669-ad5e-430a-9df9-337718fe1214
ALPINE WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,2109 N FRONTAGE RD #H,VAIL,CO,81657,9470d765-a7dd-4456-b544-46763c49ac15
TOP SHELF W/S MJRA,LIQUOR/PACKAGE STORE,OFF,6795 W TROPICANA AVE STE 130,LAS VEGAS,NV,89103,83f69262-3527-4d58-b171-11c01b953b1a
WAGON WHEEL LIQUORS,LIQUOR/PACKAGE STORE,OFF,30 TOWN PLAZA,DURANGO,CO,81301,67bd88ac-f7cf-480e-b26f-c4ac98292a29
SIERRA MART AND LIQUOR,LIQUOR/PACKAGE STORE,OFF,5245 VISTA BOULEVARD SUITE F-2,SPARKS,NV,89436,a074aa4c-d79f-4b86-a4ca-7ac206a08473
MOUNTAIN MOON SHINE,LIQUOR/PACKAGE STORE,OFF,2812 COLORADO BLVD,IDAHO SPRINGS,CO,80452,2aac2520-e928-47a6-9983-2a1dc79e630a
Gwinnett Package Store,LIQUOR/PACKAGE STORE,OFF,3035 Pleasant Hill Rd,Duluth,GA,30096,0a326c67-88fd-4345-952a-34d737310027
Suwanee Pkg Store,LIQUOR/PACKAGE STORE,OFF,3063A LAWRENCEVILLE SUWANEE RD,Suwanee,GA,30024,05a53ce6-26c4-4f98-9d87-e0ac34a6dd6c
MASHBILL WINE AND SPIRITS,LIQUOR/PACKAGE STORE,OFF,24 AVENUE C,NEW YORK,NY,10009,1bb0abe1-7322-4377-9351-2610d7f769e0
Jax Package Store,LIQUOR/PACKAGE STORE,OFF,2754 E College Ave,Decatur,GA,30030,5f6ae5c6-1033-4998-b95d-3fdba8e15d88
Bootleggers Package Store,LIQUOR/PACKAGE STORE,OFF,5782 W Oglethorpe Hwy,Walthourville,GA,31333,b56b2b0e-f60c-43a8-96e9-9c1378b9ad60
VSZ Liquores LLC,LIQUOR/PACKAGE STORE,OFF,1349 Harris Trail Rd,Richmond Hill,GA,31322,bb0c86ce-7f13-411e-8c82-fc7250c2ea73
M and S Liquor Store,LIQUOR/PACKAGE STORE,OFF,2367 Ga Hwy 196 W,Hinesville,GA,31313,77b23c01-469f-4e05-8660-1af25e58c901
B & B Package Shop,LIQUOR/PACKAGE STORE,OFF,4630 US Hwy 80 E,Ellabell,GA,31308,ac39b2ac-e3c2-4ef8-ab49-15445c1d52de
County Line Pkg Shop,LIQUOR/PACKAGE STORE,OFF,RR 1 Box 272,Metter,GA,30439,b7b2657e-adbe-4a07-9a4b-58bcdd83bef8
Richmond Hill Liquor(Brown Bag),LIQUOR/PACKAGE STORE,OFF,9701 Ford Ave,Richmond Hill,GA,31324,519c6e76-0d6f-455c-9f50-4c80ba14894a
SPEC S 071 WINE MAIN,LIQUOR/PACKAGE STORE,OFF,3902 BISSONNET,HOUSTON,TX,77005,802ca8cf-b1ff-4139-854b-2578f8a904db
SPEC S 053 WINE MAIN,LIQUOR/PACKAGE STORE,OFF,8416 KATY FREEWAY,SPRING VALLEY,TX,77024,a0461a1f-ebd6-4aaf-ae6d-bd3af208b719
MARTINIS FINE WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,81650 OVERSEAS HWY UNIT A,ISLAMORADA,FL,33036,f051d349-4931-43a5-8f80-0375a8fc379f
VINYA WINE AND MARKET,LIQUOR/PACKAGE STORE,OFF,328 CRANDON BLVD UNITS 122-123,KEY BISCAYNE,FL,33149,4c5308c9-07ba-4073-9a8d-07d437a76bb0
FRANKS LIQUOR & MARKET,LIQUOR/PACKAGE STORE,OFF,10559 SANTA MONICA,WEST LOS ANGELES,CA,90025,7af622f8-9dc7-4e84-b940-8a0dd7120b96
LEE S LIQUOR #16 BOCA,LIQUOR/PACKAGE STORE,OFF,780 S RAMPART,LAS VEGAS,NV,89145,03f9dedc-e8b3-48b2-95cf-a237e272a064
SUNNY S LIQUOR,LIQUOR/PACKAGE STORE,OFF,5603 HWY 67 EAST,ALVARADO,TX,76009,cb052085-bcb7-42ab-a7af-87291689fe97
BEVERLY LIQUOR,LIQUOR/PACKAGE STORE,OFF,8253 W 3RD ST,LOS ANGELES,CA,90048,0fff1ab7-706e-44cb-aff7-793f72ba4518
MARUICHI JAPANESE FOOD AND DEL,LIQUOR/PACKAGE STORE,OFF,306 HARVARD ST,BROOKLINE,MA,02446,65d76052-1010-4e05-ad84-e6ee948cbbae
EMILIOS BEVERAGE WAREHOUSE,LIQUOR/PACKAGE STORE,OFF,17251 LAKEWOOD BL,BELLFLOWER,CA,90706,89001e2f-1adb-4bb7-a4a5-a709f00b8431
LIQUOR LIBRARY,LIQUOR/PACKAGE STORE,OFF,7433 OAKMONT BLVD,FORT WORTH,TX,76132,b5a3d3b6-13c8-4230-ac2c-14453effef4c
COSTA MESA WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,891 BAKER ST #B1,COSTA MESA,CA,92626,f6ee92b9-f409-4042-bea7-2897eaa1efb3
J & J SPIRIT SHOP,LIQUOR/PACKAGE STORE,OFF,199 RAILROAD AVE,SAYVILLE,NY,11782,8cdc125f-f797-4af7-b0a7-afb471dcbf42
JAY S WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,1702 PRESIDENT AVE,FALL RIVER,MA,02720,9f4b5d13-9fad-480b-8ba5-1583e21fa4c0
WALDEN LIQUORS,LIQUOR/PACKAGE STORE,OFF,18 WALDEN ST,CONCORD,MA,01742,d0877192-6c62-4210-934e-b9e5f433b6e1
HARBORSIDE WINE & SPIRIT,LIQUOR/PACKAGE STORE,OFF,109 FRONT ST,SCITUATE,MA,02066,e92dd521-1960-4270-b5e9-919e8dbd7458
JULIO S LIQUORS INC,LIQUOR/PACKAGE STORE,OFF,140 TURNPIKE RD,WESTBORO,MA,01581,7ebe5a2f-d4d5-45f3-8b96-2dfb675e2d61
COLONIAL SPIRITS,LIQUOR/PACKAGE STORE,OFF,BOX 2350 87 GREAT RD,ACTON,MA,01720,d7fd5c21-45ad-4ea3-abe9-ee7258375c42
ACTON WINE & SPIRIT CO,LIQUOR/PACKAGE STORE,OFF,305 MAIN ST  RTE 27,ACTON,MA,01720,2319eda5-d36c-49a3-a723-e3ae990afc25
129 Package Store,LIQUOR/PACKAGE STORE,OFF,2126 Athens Hwy,Gainesville,GA,30507,ed74a6ad-5e4a-4c2c-b70d-5ae217e2a4a2
Summit Stores,LIQUOR/PACKAGE STORE,OFF,1920 GA Hwy 18,West Point,GA,31833,eabe0eea-cef8-4fd6-b6ac-cca87844896a
Nitro 2 Go Beverages,LIQUOR/PACKAGE STORE,OFF,9135 Martin Luther King Jr Ave,Covington,GA,30014,e32f9018-021c-478d-a7d5-a49301232af4
FISHERS LIQUOR BARN,LIQUOR/PACKAGE STORE,OFF,2438 PATTERSON ROAD,GRAND JUNCTION,CO,81505,b4a2a1b1-3967-424e-b12d-fdcd3cdd455b
CAMPUS WEST LIQUOR DEPOT,LIQUOR/PACKAGE STORE,OFF,1107 CITY PARK AVENUE,FORT COLLINS,CO,80521,b2d904e6-08a2-493d-a53b-ffc5fcbfbcaf
GA World Of Beverage,LIQUOR/PACKAGE STORE,OFF,8455 Senoia Rd,Fairburn,GA,30213,dc7335cc-0977-4ca8-84c7-170048a6437b
Max s Bottle Shop,LIQUOR/PACKAGE STORE,OFF,6395 Mcginnis Ferry Rd,Johns Creek,GA,30005,6f2164a1-7135-40c6-9667-524f53be1b83
Westside Bottle Shop,LIQUOR/PACKAGE STORE,OFF,3685 Atlanta Hwy,Athens,GA,30606,27ba62ba-8551-4992-bcc1-77f0ee43935d
Bankhead Beverage,LIQUOR/PACKAGE STORE,OFF,1595 Bankhead Hwy,Carrollton,GA,30116,7667a82c-4d18-4b6e-9a12-da62dd2ea737
MONDO VINO,LIQUOR/PACKAGE STORE,OFF,3601 W 32ND AVE,DENVER,CO,80211,ee771157-7404-41ff-8137-fe9581200a6c
SUNDANCE,LIQUOR/PACKAGE STORE,OFF,0016 KEARNS RD STE101 104 115,SNOWMASS VILLAGE,CO,81615,1ec5035c-fe4c-47f6-b806-ff7d18eeae83
WOLLASTON WINE CO,LIQUOR/PACKAGE STORE,OFF,54 BEALE ST,WOLLASTON,MA,02170,8d6448b8-6e50-47fa-9315-ea10ac3f2338
Hiawassee Package Inc,LIQUOR/PACKAGE STORE,OFF,405 Brett Way,Hiawassee,GA,30546,709f2f87-ae73-4ddd-9142-08f5362053f4
Stateline Liquor,LIQUOR/PACKAGE STORE,OFF,52 Highway 41,Ringgold,GA,30736,c7eb3cad-a456-4a29-8f63-67ba034c38a1
Whitlock Package Store,LIQUOR/PACKAGE STORE,OFF,940 Whitlock Ave NW,Marietta,GA,30064,6a0c5d4b-70f5-4671-abd2-f01f05035882
Hill Top Beverage,LIQUOR/PACKAGE STORE,OFF,12 Hefner St Ste 103,East Ellijay,GA,30540,4bb028ee-61be-43a7-9271-6c33aff23a75
Toco Giant Package,LIQUOR/PACKAGE STORE,OFF,2941 N Druid Hills Rd NE  Ste A,Atlanta,GA,30329,4a2f4ff6-7208-4d11-a0d5-eaac2f1cf73d
SPEC S 150 WINE MAIN,LIQUOR/PACKAGE STORE,OFF,9500 N CENT EXPRESSWAY STE 200,DALLAS,TX,75231,5cad2208-8ce6-4e0f-aea6-168019870875
RIVERWALK WINE & SPIRITS,LIQUOR/PACKAGE STORE,OFF,34295 HWY 6 UNITS C-1A & C-1B,EDWARDS,CO,81632,df38dd75-7b40-4c74-b308-600ec6ac93ba
Johnnie Ganem Package Shop,LIQUOR/PACKAGE STORE,OFF,501 Habersham St,Savannah,GA,31401,e935c31d-d688-4ee9-b3e8-9e3fec8360a1
SPEC S 062 WINE MAIN,LIQUOR/PACKAGE STORE,OFF,10515 N MOPAC BUILDING K,AUSTIN,TX,78735,cf6d6550-1d71-45e9-a08d-1c22f4e5cc7c
Athens Hwy Package,LIQUOR/PACKAGE STORE,OFF,898 W Ridge Rd,Gainesville,GA,30501,19f24846-08db-4ab9-88b7-59d136c66fcb
ANGIE S WINES & SPIRITS,LIQUOR/PACKAGE STORE,OFF,329 MAMARONECK AVE,MAMARONECK,NY,10543,709a7c0d-40a2-4c08-94a1-118fe6d19e4b
Island Spirit,LIQUOR/PACKAGE STORE,OFF,444 Johnny Mercer Blvd,Savannah,GA,31410,6e031491-6848-4e86-81fc-a7bb1c77bbed
CHOICE LIQUORS,LIQUOR/PACKAGE STORE,OFF,680 WAPITI COURT,RIFLE,CO,81650,c4dcc119-f114-4553-9bc9-07ed813ec59a
